Valor;Tipo;Papel;Dia_com;Mes_com;Ano_com;Dia_pag;Mes_pag;Ano_pag;Status;Preço_Teto_Bazin;Dividendos_consistente?
0,0487;Proventos;ITUB3;24;5;2021;31;12;2021;;75,54;Sim
0,015;Proventos;ITUB3;30;4;2021;01;6;2021;;75,54;Sim
0,0565;Proventos;ITUB3;27;4;2021;31;12;2021;;75,54;Sim
0,015;Proventos;ITUB3;31;3;2021;03;5;2021;;75,54;Sim
0,0506;Proventos;ITUB3;25;3;2021;31;12;2021;;75,54;Sim
0,015;Proventos;ITUB3;26;2;2021;01;4;2021;;75,54;Sim
0,0506;Proventos;ITUB3;25;2;2021;12;3;2021;;75,54;Sim
0,0964;Proventos;ITUB3;25;2;2021;12;3;2021;;75,54;Sim
0,015;Proventos;ITUB3;29;1;2021;01;3;2021;;75,54;Sim
0,0502;Proventos;ITUB3;22;1;2021;12;3;2021;;75,54;Sim
0,015;Proventos;ITUB3;30;12;2020;01;2;2021;;75,54;Sim
0,064;Proventos;ITUB3;10;12;2020;12;3;2021;;75,54;Sim
0,015;Proventos;ITUB3;30;11;2020;04;1;2021;;75,54;Sim
0,015;Proventos;ITUB3;30;10;2020;01;12;2020;;75,54;Sim
0,015;Proventos;ITUB3;30;9;2020;03;11;2020;;75,54;Sim
0,015;Proventos;ITUB3;31;8;2020;01;10;2020;;75,54;Sim
0,0529;Proventos;ITUB3;17;8;2020;26;8;2020;;75,54;Sim
0,015;Proventos;ITUB3;31;7;2020;01;9;2020;;75,54;Sim
0,015;Proventos;ITUB3;30;6;2020;03;8;2020;;75,54;Sim
0,015;Proventos;ITUB3;29;5;2020;01;7;2020;;75,54;Sim
0,015;Proventos;ITUB3;30;4;2020;01;6;2020;;75,54;Sim
0,015;Proventos;ITUB3;31;3;2020;04;5;2020;;75,54;Sim
0,015;Proventos;ITUB3;28;2;2020;01;4;2020;;75,54;Sim
0,5235;Proventos;ITUB3;20;2;2020;06;3;2020;;75,54;Sim
0,4832;Proventos;ITUB3;20;2;2020;06;3;2020;;75,54;Sim
0,015;Proventos;ITUB3;31;1;2020;02;3;2020;;75,54;Sim
0,015;Proventos;ITUB3;30;12;2019;03;2;2020;;75,54;Sim
0,0376;Proventos;ITUB3;12;12;2019;30;4;2020;;75,54;Sim
0,015;Proventos;ITUB3;29;11;2019;02;1;2020;;75,54;Sim
0,015;Proventos;ITUB3;31;10;2019;02;12;2019;;75,54;Sim
0,015;Proventos;ITUB3;30;9;2019;01;11;2019;;75,54;Sim
0,015;Proventos;ITUB3;30;8;2019;01;10;2019;;75,54;Sim
0,7869;Proventos;ITUB3;15;8;2019;23;8;2019;;75,54;Sim
0,015;Proventos;ITUB3;31;7;2019;02;9;2019;;75,54;Sim
0,015;Proventos;ITUB3;28;6;2019;01;8;2019;;75,54;Sim
0,015;Proventos;ITUB3;31;5;2019;01;7;2019;;75,54;Sim
0,015;Proventos;ITUB3;30;4;2019;03;6;2019;;75,54;Sim
0,015;Proventos;ITUB3;29;3;2019;02;5;2019;;75,54;Sim
0,015;Proventos;ITUB3;28;2;2019;01;4;2019;;75,54;Sim
0,7494;Proventos;ITUB3;21;2;2019;07;3;2019;;75,54;Sim
1,0507;Proventos;ITUB3;21;2;2019;07;3;2019;;75,54;Sim
0,015;Proventos;ITUB3;31;1;2019;01;3;2019;;75,54;Sim
0,015;Proventos;ITUB3;28;12;2018;01;2;2019;;75,54;Sim
0,0106;Proventos;ITUB3;17;12;2018;30;4;2019;;75,54;Sim
0,015;Proventos;ITUB3;30;11;2018;02;1;2019;;75,54;Sim
0,015;Proventos;ITUB3;31;10;2018;03;12;2018;;75,54;Sim
0,015;Proventos;ITUB3;28;9;2018;01;11;2018;;75,54;Sim
0,015;Proventos;ITUB3;31;8;2018;01;10;2018;;75,54;Sim
0,1252;Proventos;ITUB3;17;8;2018;30;8;2018;;75,54;Sim
0,624;Proventos;ITUB3;17;8;2018;30;8;2018;;75,54;Sim
0,015;Proventos;ITUB3;31;7;2018;03;9;2018;;75,54;Sim
0,015;Proventos;ITUB3;29;6;2018;01;8;2018;;75,54;Sim
0,015;Proventos;ITUB3;30;5;2018;02;7;2018;;75,54;Sim
0,015;Proventos;ITUB3;30;4;2018;01;6;2018;;75,54;Sim
0,015;Proventos;ITUB3;29;3;2018;02;5;2018;;75,54;Sim
0,015;Proventos;ITUB3;28;2;2018;02;4;2018;;75,54;Sim
1,1488;Proventos;ITUB3;15;2;2018;07;3;2018;;75,54;Sim
0,9638;Proventos;ITUB3;15;2;2018;07;3;2018;;75,54;Sim
0,1304;Proventos;ITUB3;15;2;2018;07;3;2018;;75,54;Sim
0,015;Proventos;ITUB3;31;1;2018;01;3;2018;;75,54;Sim
1,2931;Proventos;RECV3;12;11;2024;26;11;2024;;45,85;Não
1,3988;Proventos;RECV3;5;6;2024;17;6;2024;;45,85;Não
0,0593;Proventos;RECV3;24;4;2024;15;5;2024;;45,85;Não
0,546;Proventos;RECV3;5;12;2023;15;12;2023;;45,85;Não
0,4441;Proventos;RECV3;26;4;2023;05;5;2023;;45,85;Não
0,615;Proventos;RECV3;1;12;2022;13;12;2022;;45,85;Não
0,1633;Proventos;RECV3;27;4;2022;10;5;2022;;45,85;Não
0,22;Proventos;ROMI3;16;12;2024;26;2;2025;;13,5;Sim
0,24;Proventos;ROMI3;23;9;2024;21;11;2024;;13,5;Sim
0,23;Proventos;ROMI3;17;6;2024;17;7;2024;;13,5;Sim
0,12;Proventos;ROMI3;28;3;2024;10;4;2024;;13,5;Sim
0,193;Proventos;ROMI3;18;12;2023;27;12;2023;;13,5;Sim
0,2014;Proventos;ROMI3;18;9;2023;18;10;2023;;13,5;Sim
0,21;Proventos;ROMI3;13;6;2023;14;7;2023;;13,5;Sim
0,23;Proventos;ROMI3;20;3;2023;26;4;2023;;13,5;Sim
0,1415;Proventos;ROMI3;6;2;2023;08;3;2023;;13,5;Sim
0,21;Proventos;ROMI3;21;12;2022;18;1;2023;;13,5;Sim
0,211;Proventos;ROMI3;26;9;2022;19;10;2022;;13,5;Sim
0,2;Proventos;ROMI3;13;6;2022;24;8;2022;;13,5;Sim
0,17;Proventos;ROMI3;21;3;2022;18;5;2022;;13,5;Sim
0,1;Proventos;ROMI3;7;2;2022;22;3;2022;;13,5;Sim
0,1469;Proventos;ROMI3;21;12;2021;26;1;2022;;13,5;Sim
0,13;Proventos;ROMI3;20;9;2021;31;12;2022;;13,5;Sim
0,23;Proventos;ROMI3;20;9;2021;28;10;2021;;13,5;Sim
0,12;Proventos;ROMI3;14;6;2021;20;7;2021;;13,5;Sim
0,15;Proventos;ROMI3;22;3;2021;28;4;2021;;13,5;Sim
1,0;Proventos;ROMI3;14;12;2020;26;1;2021;;13,5;Sim
0,8;Proventos;ROMI3;29;9;2020;11;12;2020;;13,5;Sim
0,1;Proventos;ROMI3;22;6;2020;16;11;2020;;13,5;Sim
0,25;Proventos;ROMI3;23;12;2019;10;1;2020;;13,5;Sim
0,4;Proventos;ROMI3;16;9;2019;29;11;2019;;13,5;Sim
0,47;Proventos;ROMI3;29;3;2019;31;3;2020;;13,5;Sim
0,25;Proventos;ROMI3;17;9;2018;30;11;2018;;13,5;Sim
0,43;Proventos;ROMI3;23;4;2018;29;3;2019;;13,5;Sim
0,0623;Proventos;ROMI3;13;3;2018;23;3;2018;;13,5;Sim
0,2855;Proventos;PFRM3;30;12;2024;15;1;2025;;9,58;Não
0,1448;Proventos;PFRM3;29;11;2024;12;12;2024;;9,58;Não
0,1448;Proventos;PFRM3;11;11;2024;26;11;2024;;9,58;Não
0,27;Proventos;PFRM3;28;12;2023;10;1;2024;;9,58;Não
0,1157;Proventos;PFRM3;30;11;2023;12;12;2023;;9,58;Não
0,1733;Proventos;PFRM3;20;12;2022;13;1;2023;;9,58;Não
0,2706;Proventos;PFRM3;19;11;2021;01;12;2021;;9,58;Não
0,1859;Proventos;INTB3;1;8;2024;15;8;2024;;10,8;Sim
0,1232;Proventos;INTB3;22;3;2024;15;8;2024;;10,8;Sim
0,1787;Proventos;INTB3;4;3;2024;15;3;2024;;10,8;Sim
0,1603;Proventos;INTB3;26;12;2023;15;3;2024;;10,8;Sim
0,1656;Proventos;INTB3;1;8;2023;15;8;2023;;10,8;Sim
0,1187;Proventos;INTB3;29;3;2023;15;8;2023;;10,8;Sim
0,0898;Proventos;INTB3;2;3;2023;15;3;2023;;10,8;Sim
0,1974;Proventos;INTB3;28;12;2022;15;3;2023;;10,8;Sim
0,1266;Proventos;INTB3;1;8;2022;15;8;2022;;10,8;Sim
0,0607;Proventos;INTB3;28;6;2022;15;8;2022;;10,8;Sim
0,0319;Proventos;INTB3;10;3;2022;21;3;2022;;10,8;Sim
0,1458;Proventos;INTB3;10;3;2022;21;3;2022;;10,8;Sim
0,03;Proventos;INTB3;3;8;2021;12;8;2021;;10,8;Sim
0,1345;Proventos;INTB3;3;8;2021;12;8;2021;;10,8;Sim
0,2108;Proventos;SANB4;22;1;2025;12;2;2025;;14,05;Sim
0,1827;Proventos;SANB4;17;10;2024;08;11;2024;;14,05;Sim
0,0281;Proventos;SANB4;17;10;2024;08;11;2024;;14,05;Sim
0,2108;Proventos;SANB4;19;7;2024;09;8;2024;;14,05;Sim
0,2108;Proventos;SANB4;19;4;2024;15;5;2024;;14,05;Sim
0,211;Proventos;SANB4;19;1;2024;08;2;2024;;14,05;Sim
0,1578;Proventos;SANB4;19;10;2023;10;11;2023;;14,05;Sim
0,0535;Proventos;SANB4;19;10;2023;10;11;2023;;14,05;Sim
0,2113;Proventos;SANB4;20;7;2023;16;8;2023;;14,05;Sim
0,2112;Proventos;SANB4;24;4;2023;15;5;2023;;14,05;Sim
0,2397;Proventos;SANB4;26;1;2023;06;3;2023;;14,05;Sim
0,124;Proventos;SANB4;21;10;2022;22;11;2022;;14,05;Sim
0,1155;Proventos;SANB4;21;10;2022;22;11;2022;;14,05;Sim
0,2395;Proventos;SANB4;12;8;2022;06;9;2022;;14,05;Sim
0,1406;Proventos;SANB4;20;4;2022;16;5;2022;;14,05;Sim
0,0984;Proventos;SANB4;20;4;2022;16;5;2022;;14,05;Sim
0,2387;Proventos;SANB4;10;2;2022;04;3;2022;;14,05;Sim
0,1825;Proventos;SANB4;10;2;2022;04;3;2022;;14,05;Sim
0,035;Proventos;SANB4;7;1;2022;03;2;2022;;14,05;Sim
0,4213;Proventos;SANB4;4;11;2021;03;12;2021;;14,05;Sim
0,4774;Proventos;SANB4;4;8;2021;03;9;2021;;14,05;Sim
0,4213;Proventos;SANB4;7;5;2021;02;6;2021;;14,05;Sim
0,072;Proventos;SANB4;12;2;2021;03;3;2021;;14,05;Sim
0,0935;Proventos;SANB4;8;1;2021;01;2;2021;;14,05;Sim
0,1405;Proventos;SANB4;4;11;2020;23;12;2020;;14,05;Sim
0,1082;Proventos;SANB4;6;8;2020;25;9;2020;;14,05;Sim
0,1251;Proventos;SANB4;7;5;2020;26;6;2020;;14,05;Sim
0,1419;Proventos;SANB4;3;1;2020;21;2;2020;;14,05;Sim
0,9537;Proventos;SANB4;3;1;2020;21;2;2020;;14,05;Sim
0,1404;Proventos;SANB4;8;10;2019;30;10;2019;;14,05;Sim
0,1404;Proventos;SANB4;5;7;2019;31;7;2019;;14,05;Sim
0,1403;Proventos;SANB4;5;4;2019;29;4;2019;;14,05;Sim
0,4042;Proventos;SANB4;7;1;2019;26;2;2019;;14,05;Sim
0,2694;Proventos;SANB4;7;1;2019;26;2;2019;;14,05;Sim
0,0841;Proventos;SANB4;5;10;2018;26;10;2018;;14,05;Sim
0,0841;Proventos;SANB4;4;7;2018;27;7;2018;;14,05;Sim
0,084;Proventos;SANB4;5;4;2018;26;4;2018;;14,05;Sim
0,3221;Proventos;SANB4;5;1;2018;26;2;2018;;14,05;Sim
0,3501;Proventos;SANB4;5;1;2018;26;2;2018;;14,05;Sim
0,3729;Proventos;VIVA3;29;4;2024;28;5;2024;;6,22;Sim
0,3642;Proventos;VIVA3;27;4;2023;26;5;2023;;6,22;Sim
0,0539;Proventos;VIVA3;29;4;2022;13;5;2022;;6,22;Sim
0,2752;Proventos;VIVA3;27;12;2021;14;5;2022;;6,22;Sim
0,0528;Proventos;VIVA3;30;4;2021;14;5;2021;;6,22;Sim
0,1058;Proventos;VIVA3;29;12;2020;14;5;2021;;6,22;Sim
0,3077;Proventos;HYPE3;26;12;2023;31;12;2024;;20,52;Sim
0,3079;Proventos;HYPE3;27;9;2023;31;12;2024;;20,52;Sim
0,3079;Proventos;HYPE3;3;7;2023;31;12;2024;;20,52;Sim
0,3079;Proventos;HYPE3;29;3;2023;31;12;2024;;20,52;Sim
0,3077;Proventos;HYPE3;22;12;2022;02;1;2023;;20,52;Sim
0,3077;Proventos;HYPE3;28;9;2022;02;1;2023;;20,52;Sim
0,3078;Proventos;HYPE3;27;6;2022;02;1;2023;;20,52;Sim
0,3088;Proventos;HYPE3;28;3;2022;02;1;2023;;20,52;Sim
0,3088;Proventos;HYPE3;28;12;2021;07;1;2022;;20,52;Sim
0,3081;Proventos;HYPE3;27;9;2021;07;1;2022;;20,52;Sim
0,3082;Proventos;HYPE3;22;7;2021;07;1;2022;;20,52;Sim
0,3088;Proventos;HYPE3;26;3;2021;07;1;2022;;20,52;Sim
0,2929;Proventos;HYPE3;28;12;2020;07;1;2021;;20,52;Sim
0,2929;Proventos;HYPE3;23;10;2020;07;1;2021;;20,52;Sim
0,2935;Proventos;HYPE3;26;6;2020;07;1;2021;;20,52;Sim
0,2939;Proventos;HYPE3;27;3;2020;31;12;2021;;20,52;Sim
0,3042;Proventos;HYPE3;23;12;2019;07;1;2020;;20,52;Sim
0,2554;Proventos;HYPE3;2;10;2019;31;1;2020;;20,52;Sim
0,2556;Proventos;HYPE3;2;7;2019;31;1;2020;;20,52;Sim
0,0264;Proventos;HYPE3;11;4;2019;31;1;2020;;20,52;Sim
0,2284;Proventos;HYPE3;11;4;2019;31;1;2020;;20,52;Sim
0,1536;Proventos;HYPE3;21;12;2018;09;1;2019;;20,52;Sim
0,1976;Proventos;HYPE3;21;12;2018;09;1;2019;;20,52;Sim
0,1997;Proventos;HYPE3;2;10;2018;25;6;2019;;20,52;Sim
0,2054;Proventos;HYPE3;3;7;2018;25;6;2019;;20,52;Sim
0,212;Proventos;HYPE3;5;4;2018;11;1;2019;;20,52;Sim
0,3999;Proventos;TAEE11;11;11;2024;29;1;2025;;47,84;Sim
0,2691;Proventos;TAEE11;11;11;2024;29;1;2025;;47,84;Sim
0,3431;Proventos;TAEE11;15;8;2024;27;11;2024;;47,84;Sim
0,305;Proventos;TAEE11;15;8;2024;27;11;2024;;47,84;Sim
0,4206;Proventos;TAEE11;13;5;2024;27;6;2024;;47,84;Sim
1,1329;Proventos;TAEE11;3;5;2024;16;5;2024;;47,84;Sim
0,6618;Proventos;TAEE11;3;1;2024;16;1;2024;;47,84;Sim
0,5819;Proventos;TAEE11;13;11;2023;15;12;2023;;47,84;Sim
0,0118;Proventos;TAEE11;13;11;2023;15;12;2023;;47,84;Sim
0,6277;Proventos;TAEE11;7;8;2023;29;8;2023;;47,84;Sim
0,2821;Proventos;TAEE11;7;8;2023;29;8;2023;;47,84;Sim
0,0756;Proventos;TAEE11;3;5;2023;29;8;2023;;47,84;Sim
1,3353;Proventos;TAEE11;10;1;2023;23;1;2023;;47,84;Sim
0,6003;Proventos;TAEE11;14;11;2022;05;12;2022;;47,84;Sim
0,3292;Proventos;TAEE11;14;11;2022;05;12;2022;;47,84;Sim
0,1311;Proventos;TAEE11;14;11;2022;05;12;2022;;47,84;Sim
0,8964;Proventos;TAEE11;15;8;2022;26;8;2022;;47,84;Sim
0,5746;Proventos;TAEE11;15;8;2022;26;8;2022;;47,84;Sim
1,8963;Proventos;TAEE11;9;5;2022;31;5;2022;;47,84;Sim
0,4267;Proventos;TAEE11;9;5;2022;31;5;2022;;47,84;Sim
0,5864;Proventos;TAEE11;6;12;2021;29;12;2021;;47,84;Sim
0,9317;Proventos;TAEE11;6;12;2021;29;12;2021;;47,84;Sim
0,1887;Proventos;TAEE11;18;5;2021;27;5;2021;;47,84;Sim
1,1657;Proventos;TAEE11;18;5;2021;27;5;2021;;47,84;Sim
1,6312;Proventos;TAEE11;4;5;2021;27;5;2021;;47,84;Sim
0,1574;Proventos;TAEE11;15;12;2020;28;12;2020;;47,84;Sim
0,1696;Proventos;TAEE11;16;11;2020;25;11;2020;;47,84;Sim
1,1924;Proventos;TAEE11;16;11;2020;25;11;2020;;47,84;Sim
0,1706;Proventos;TAEE11;17;8;2020;26;8;2020;;47,84;Sim
0,6402;Proventos;TAEE11;17;8;2020;26;8;2020;;47,84;Sim
0,1779;Proventos;TAEE11;19;5;2020;28;5;2020;;47,84;Sim
0,5238;Proventos;TAEE11;19;5;2020;28;5;2020;;47,84;Sim
0,1793;Proventos;TAEE11;6;5;2020;15;5;2020;;47,84;Sim
0,1804;Proventos;TAEE11;16;12;2019;27;12;2019;;47,84;Sim
0,1898;Proventos;TAEE11;19;11;2019;29;11;2019;;47,84;Sim
0,3517;Proventos;TAEE11;19;11;2019;29;11;2019;;47,84;Sim
0,1994;Proventos;TAEE11;8;8;2019;19;8;2019;;47,84;Sim
0,5226;Proventos;TAEE11;8;8;2019;19;8;2019;;47,84;Sim
0,2261;Proventos;TAEE11;17;5;2019;28;5;2019;;47,84;Sim
0,0548;Proventos;TAEE11;17;5;2019;28;5;2019;;47,84;Sim
0,166;Proventos;TAEE11;3;5;2019;14;5;2019;;47,84;Sim
0,3993;Proventos;TAEE11;17;12;2018;28;12;2018;;47,84;Sim
0,7116;Proventos;TAEE11;9;11;2018;22;11;2018;;47,84;Sim
0,2105;Proventos;TAEE11;9;8;2018;20;8;2018;;47,84;Sim
0,2665;Proventos;TAEE11;9;8;2018;20;8;2018;;47,84;Sim
0,1909;Proventos;TAEE11;14;5;2018;23;5;2018;;47,84;Sim
0,546;Proventos;TAEE11;14;5;2018;23;5;2018;;47,84;Sim
0,4625;Proventos;TAEE11;2;5;2018;11;5;2018;;47,84;Sim
0,1333;Proventos;TAEE4;11;11;2024;29;1;2025;;15,95;Sim
0,0897;Proventos;TAEE4;11;11;2024;29;1;2025;;15,95;Sim
0,1144;Proventos;TAEE4;15;8;2024;27;11;2024;;15,95;Sim
0,1017;Proventos;TAEE4;15;8;2024;27;11;2024;;15,95;Sim
0,1402;Proventos;TAEE4;13;5;2024;27;6;2024;;15,95;Sim
0,3776;Proventos;TAEE4;3;5;2024;16;5;2024;;15,95;Sim
0,2206;Proventos;TAEE4;3;1;2024;16;1;2024;;15,95;Sim
0,194;Proventos;TAEE4;13;11;2023;15;12;2023;;15,95;Sim
0,0039;Proventos;TAEE4;13;11;2023;15;12;2023;;15,95;Sim
0,2092;Proventos;TAEE4;7;8;2023;29;8;2023;;15,95;Sim
0,094;Proventos;TAEE4;7;8;2023;29;8;2023;;15,95;Sim
0,0252;Proventos;TAEE4;3;5;2023;29;8;2023;;15,95;Sim
0,4451;Proventos;TAEE4;10;1;2023;23;1;2023;;15,95;Sim
0,2001;Proventos;TAEE4;14;11;2022;05;12;2022;;15,95;Sim
0,1097;Proventos;TAEE4;14;11;2022;05;12;2022;;15,95;Sim
0,0437;Proventos;TAEE4;14;11;2022;05;12;2022;;15,95;Sim
0,2988;Proventos;TAEE4;15;8;2022;26;8;2022;;15,95;Sim
0,1915;Proventos;TAEE4;15;8;2022;26;8;2022;;15,95;Sim
0,6321;Proventos;TAEE4;9;5;2022;31;5;2022;;15,95;Sim
0,1422;Proventos;TAEE4;9;5;2022;31;5;2022;;15,95;Sim
0,1955;Proventos;TAEE4;6;12;2021;29;12;2021;;15,95;Sim
0,3106;Proventos;TAEE4;6;12;2021;29;12;2021;;15,95;Sim
0,0629;Proventos;TAEE4;18;5;2021;27;5;2021;;15,95;Sim
0,3886;Proventos;TAEE4;18;5;2021;27;5;2021;;15,95;Sim
0,5437;Proventos;TAEE4;4;5;2021;27;5;2021;;15,95;Sim
0,0525;Proventos;TAEE4;15;12;2020;28;12;2020;;15,95;Sim
0,0565;Proventos;TAEE4;16;11;2020;25;11;2020;;15,95;Sim
0,3975;Proventos;TAEE4;16;11;2020;25;11;2020;;15,95;Sim
0,0569;Proventos;TAEE4;17;8;2020;26;8;2020;;15,95;Sim
0,2134;Proventos;TAEE4;17;8;2020;26;8;2020;;15,95;Sim
0,0593;Proventos;TAEE4;19;5;2020;28;5;2020;;15,95;Sim
0,1746;Proventos;TAEE4;19;5;2020;28;5;2020;;15,95;Sim
0,0598;Proventos;TAEE4;6;5;2020;15;5;2020;;15,95;Sim
0,0601;Proventos;TAEE4;16;12;2019;27;12;2019;;15,95;Sim
0,0633;Proventos;TAEE4;19;11;2019;29;11;2019;;15,95;Sim
0,1172;Proventos;TAEE4;19;11;2019;29;11;2019;;15,95;Sim
0,0665;Proventos;TAEE4;8;8;2019;19;8;2019;;15,95;Sim
0,1742;Proventos;TAEE4;8;8;2019;19;8;2019;;15,95;Sim
0,0754;Proventos;TAEE4;17;5;2019;28;5;2019;;15,95;Sim
0,0183;Proventos;TAEE4;17;5;2019;28;5;2019;;15,95;Sim
0,0553;Proventos;TAEE4;3;5;2019;14;5;2019;;15,95;Sim
2,0938;Proventos;VALE3;2;8;2024;04;9;2024;;80,54;Sim
2,7386;Proventos;VALE3;11;3;2024;19;3;2024;;80,54;Sim
1,5659;Proventos;VALE3;21;11;2023;01;12;2023;;80,54;Sim
0,7658;Proventos;VALE3;21;11;2023;01;12;2023;;80,54;Sim
1,9185;Proventos;VALE3;11;8;2023;01;9;2023;;80,54;Sim
1,8277;Proventos;VALE3;13;3;2023;22;3;2023;;80,54;Sim
0,292;Proventos;VALE3;12;12;2022;22;3;2023;;80,54;Sim
2,0327;Proventos;VALE3;11;8;2022;01;9;2022;;80,54;Sim
1,5394;Proventos;VALE3;11;8;2022;01;9;2022;;80,54;Sim
3,7018;Proventos;VALE3;8;3;2022;16;3;2022;;80,54;Sim
8,1972;Proventos;VALE3;22;9;2021;30;9;2021;;80,54;Sim
1,4608;Proventos;VALE3;23;6;2021;30;6;2021;;80,54;Sim
0,7163;Proventos;VALE3;23;6;2021;30;6;2021;;80,54;Sim
0,8357;Proventos;VALE3;4;3;2021;15;3;2021;;80,54;Sim
3,4259;Proventos;VALE3;4;3;2021;15;3;2021;;80,54;Sim
0,9973;Proventos;VALE3;21;9;2020;30;9;2020;;80,54;Sim
1,4102;Proventos;VALE3;21;9;2020;30;9;2020;;80,54;Sim
1,3086;Proventos;VALE3;2;8;2018;20;9;2018;;80,54;Sim
0,1717;Proventos;VALE3;2;8;2018;20;9;2018;;80,54;Sim
0,4885;Proventos;VALE3;6;3;2018;15;3;2018;;80,54;Sim
0,4093;Proventos;MULT3;30;12;2024;30;12;2025;;33,83;Sim
0,2353;Proventos;MULT3;20;12;2024;30;9;2025;;33,83;Sim
0,2337;Proventos;MULT3;26;6;2024;30;6;2025;;33,83;Sim
0,1548;Proventos;MULT3;4;4;2024;31;3;2025;;33,83;Sim
0,189;Proventos;MULT3;27;12;2023;20;12;2024;;33,83;Sim
0,225;Proventos;MULT3;1;11;2023;21;10;2024;;33,83;Sim
0,2061;Proventos;MULT3;27;9;2023;20;9;2024;;33,83;Sim
0,2482;Proventos;MULT3;29;6;2023;20;6;2024;;33,83;Sim
0,1281;Proventos;MULT3;30;3;2023;20;3;2024;;33,83;Sim
0,299;Proventos;MULT3;26;12;2022;20;12;2023;;33,83;Sim
0,1707;Proventos;MULT3;27;9;2022;20;9;2023;;33,83;Sim
0,2472;Proventos;MULT3;24;6;2022;20;6;2023;;33,83;Sim
0,4989;Proventos;MULT3;28;12;2021;25;10;2022;;33,83;Sim
0,455;Proventos;MULT3;28;12;2020;05;10;2021;;33,83;Sim
0,1509;Proventos;MULT3;30;12;2019;29;5;2020;;33,83;Sim
0,1342;Proventos;MULT3;30;9;2019;29;5;2020;;33,83;Sim
0,1846;Proventos;MULT3;27;6;2019;29;5;2020;;33,83;Sim
0,1178;Proventos;MULT3;28;12;2018;31;5;2019;;33,83;Sim
0,1346;Proventos;MULT3;26;9;2018;31;5;2019;;33,83;Sim
0,5538;Proventos;MULT3;26;6;2018;31;5;2019;;33,83;Sim
0,24;Proventos;ALUP11;14;11;2024;06;1;2025;;23,5;Sim
0,18;Proventos;ALUP11;16;8;2024;03;10;2024;;23,5;Sim
0,21;Proventos;ALUP11;16;5;2024;08;7;2024;;23,5;Sim
0,78;Proventos;ALUP11;19;4;2024;01;7;2024;;23,5;Sim
0,12;Proventos;ALUP11;16;11;2023;04;1;2024;;23,5;Sim
0,12;Proventos;ALUP11;16;8;2023;05;10;2023;;23,5;Sim
0,12;Proventos;ALUP11;15;5;2023;05;7;2023;;23,5;Sim
1,44;Proventos;ALUP11;17;4;2023;16;5;2023;;23,5;Sim
0,45;Proventos;ALUP11;11;4;2022;31;8;2022;;23,5;Sim
0,45;Proventos;ALUP11;11;4;2022;31;5;2022;;23,5;Sim
0,33;Proventos;ALUP11;11;4;2022;30;11;2022;;23,5;Sim
0,0869;Proventos;ALUP11;27;4;2021;30;11;2021;;23,5;Sim
0,1531;Proventos;ALUP11;27;4;2021;30;11;2021;;23,5;Sim
0,3;Proventos;ALUP11;27;4;2021;30;8;2021;;23,5;Sim
0,3;Proventos;ALUP11;27;4;2021;31;5;2021;;23,5;Sim
0,18;Proventos;ALUP11;6;12;2018;19;12;2018;;23,5;Sim
0,33;Proventos;ALUP11;26;4;2018;20;6;2018;;23,5;Sim
0,21;Proventos;ALUP11;1;2;2018;16;2;2018;;23,5;Sim
0,125;Proventos;VULC3;17;2;2025;06;3;2025;;40,0;Sim
0,125;Proventos;VULC3;21;1;2025;03;2;2025;;40,0;Sim
0,125;Proventos;VULC3;16;12;2024;02;1;2025;;40,0;Sim
0,125;Proventos;VULC3;18;11;2024;02;12;2024;;40,0;Sim
0,125;Proventos;VULC3;17;10;2024;01;11;2024;;40,0;Sim
0,125;Proventos;VULC3;19;9;2024;01;10;2024;;40,0;Sim
0,125;Proventos;VULC3;19;8;2024;02;9;2024;;40,0;Sim
0,125;Proventos;VULC3;12;8;2024;23;8;2024;;40,0;Sim
0,15;Proventos;VULC3;14;5;2024;29;5;2024;;40,0;Sim
0,75;Proventos;VULC3;13;3;2024;25;3;2024;;40,0;Sim
1,0;Proventos;VULC3;25;1;2024;08;2;2024;;40,0;Sim
0,5;Proventos;VULC3;25;1;2024;17;4;2024;;40,0;Sim
0,15;Proventos;VULC3;8;11;2023;24;11;2023;;40,0;Sim
0,4;Proventos;VULC3;13;10;2023;24;11;2023;;40,0;Sim
0,15;Proventos;VULC3;30;8;2023;14;9;2023;;40,0;Sim
0,15;Proventos;VULC3;22;5;2023;06;6;2023;;40,0;Sim
0,0845;Proventos;VULC3;3;4;2023;14;4;2023;;40,0;Sim
0,37;Proventos;VULC3;10;11;2022;22;11;2022;;40,0;Sim
0,35;Proventos;VULC3;3;11;2021;12;11;2021;;40,0;Sim
1,2509;Proventos;ITUB4;17;2;2025;07;3;2025;;75,54;Sim
0,3334;Proventos;ITUB4;17;2;2025;07;3;2025;;75,54;Sim
0,0177;Proventos;ITUB4;31;1;2025;06;3;2025;;75,54;Sim
0,0177;Proventos;ITUB4;30;12;2024;03;2;2025;;75,54;Sim
0,3106;Proventos;ITUB4;9;12;2024;07;3;2025;;75,54;Sim
0,0177;Proventos;ITUB4;29;11;2024;02;1;2025;;75,54;Sim
0,0177;Proventos;ITUB4;31;10;2024;02;12;2024;;75,54;Sim
0,0177;Proventos;ITUB4;30;9;2024;01;11;2024;;75,54;Sim
0,273;Proventos;ITUB4;19;9;2024;07;3;2025;;75,54;Sim
0,0177;Proventos;ITUB4;30;8;2024;01;10;2024;;75,54;Sim
